Subject,word,repetition,token,Frame,X,Y
NJ0205c,pat,H,pat_H,23,505,178
NJ0205c,pat,H,pat_H,24,512,185
NJ0205c,pat,H,pat_H,25,519,192
NJ0205c,pat,H,pat_H,26,527,199
NJ0205c,pat,H,pat_H,27,532,207
NJ0205c,pat,H,pat_H,28,537,216
NJ0205c,pat,H,pat_H,29,542,225
NJ0205c,pat,H,pat_H,30,547,234
NJ0205c,pat,H,pat_H,31,554,241
NJ0205c,pat,H,pat_H,32,561,248
NJ0205c,pat,H,pat_H,33,569,255
NJ0205c,pat,I,pat_I,1,309,229
NJ0205c,pat,I,pat_I,2,317,224
NJ0205c,pat,I,pat_I,3,325,218
NJ0205c,pat,I,pat_I,4,332,213
NJ0205c,pat,I,pat_I,5,340,207
NJ0205c,pat,I,pat_I,6,347,201
NJ0205c,pat,I,pat_I,7,355,195
NJ0205c,pat,I,pat_I,8,363,189
NJ0205c,pat,I,pat_I,9,371,184
NJ0205c,pat,I,pat_I,10,379,179
NJ0205c,pat,I,pat_I,11,387,174
NJ0205c,pat,I,pat_I,12,395,169
NJ0205c,pat,I,pat_I,13,404,166
NJ0205c,pat,I,pat_I,14,413,163
NJ0205c,pat,I,pat_I,15,423,161
NJ0205c,pat,I,pat_I,16,432,159
NJ0205c,pat,I,pat_I,17,442,158
NJ0205c,pat,I,pat_I,18,451,156
NJ0205c,pat,I,pat_I,19,461,157
NJ0205c,pat,I,pat_I,20,470,158
NJ0205c,pat,I,pat_I,21,479,162
NJ0205c,pat,I,pat_I,22,488,166
NJ0205c,pat,I,pat_I,23,496,170
NJ0205c,pat,I,pat_I,24,504,176
NJ0205c,pat,I,pat_I,25,511,183
NJ0205c,pat,I,pat_I,26,518,188
NJ0205c,pat,I,pat_I,27,525,195
NJ0205c,pat,I,pat_I,28,531,203
NJ0205c,pat,I,pat_I,29,535,211
NJ0205c,pat,I,pat_I,30,539,220
NJ0205c,pat,I,pat_I,31,543,229
NJ0205c,pat,I,pat_I,32,547,238
NJ0205c,pat,I,pat_I,33,550,247
NJ0205c,pat,J,pat_J,1,284,248
NJ0205c,pat,J,pat_J,2,293,242
NJ0205c,pat,J,pat_J,3,302,236
NJ0205c,pat,J,pat_J,4,311,229
NJ0205c,pat,J,pat_J,5,320,222
NJ0205c,pat,J,pat_J,6,328,215
NJ0205c,pat,J,pat_J,7,336,208
NJ0205c,pat,J,pat_J,8,344,201
NJ0205c,pat,J,pat_J,9,353,193
NJ0205c,pat,J,pat_J,10,362,187
NJ0205c,pat,J,pat_J,11,370,181
NJ0205c,pat,J,pat_J,12,380,176
NJ0205c,pat,J,pat_J,13,391,173
NJ0205c,pat,J,pat_J,14,401,170
NJ0205c,pat,J,pat_J,15,412,168
NJ0205c,pat,J,pat_J,16,423,167
NJ0205c,pat,J,pat_J,17,434,165
NJ0205c,pat,J,pat_J,18,444,162
NJ0205c,pat,J,pat_J,19,455,161
NJ0205c,pat,J,pat_J,20,466,164
NJ0205c,pat,J,pat_J,21,477,167
NJ0205c,pat,J,pat_J,22,487,171
NJ0205c,pat,J,pat_J,23,497,175
NJ0205c,pat,J,pat_J,24,506,181
NJ0205c,pat,J,pat_J,25,514,189
NJ0205c,pat,J,pat_J,26,522,196
NJ0205c,pat,J,pat_J,27,531,202
NJ0205c,pat,J,pat_J,28,541,207
NJ0205c,pat,J,pat_J,29,551,211
NJ0205c,pat,J,pat_J,30,561,216
NJ0205c,pat,J,pat_J,31,570,223
NJ0205c,pat,J,pat_J,32,577,231
NJ0205c,pat,J,pat_J,33,584,239
NJ0205c,pat,K,pat_K,1,310,225
NJ0205c,pat,K,pat_K,2,318,219
NJ0205c,pat,K,pat_K,3,325,212
NJ0205c,pat,K,pat_K,4,332,205
NJ0205c,pat,K,pat_K,5,340,199
NJ0205c,pat,K,pat_K,6,347,192
NJ0205c,pat,K,pat_K,7,355,186
NJ0205c,pat,K,pat_K,8,363,180
NJ0205c,pat,K,pat_K,9,372,175
NJ0205c,pat,K,pat_K,10,381,170
NJ0205c,pat,K,pat_K,11,390,167
NJ0205c,pat,K,pat_K,12,399,163
NJ0205c,pat,K,pat_K,13,408,159
NJ0205c,pat,K,pat_K,14,418,155
NJ0205c,pat,K,pat_K,15,428,153
NJ0205c,pat,K,pat_K,16,437,152
NJ0205c,pat,K,pat_K,17,447,152
NJ0205c,pat,K,pat_K,18,457,154
NJ0205c,pat,K,pat_K,19,467,157
NJ0205c,pat,K,pat_K,20,476,160
NJ0205c,pat,K,pat_K,21,485,164
NJ0205c,pat,K,pat_K,22,494,170
NJ0205c,pat,K,pat_K,23,501,176
NJ0205c,pat,K,pat_K,24,507,184
NJ0205c,pat,K,pat_K,25,513,193
NJ0205c,pat,K,pat_K,26,518,201
NJ0205c,pat,K,pat_K,27,524,209
NJ0205c,pat,K,pat_K,28,529,218
NJ0205c,pat,K,pat_K,29,536,225
NJ0205c,pat,K,pat_K,30,542,233
NJ0205c,pat,K,pat_K,31,548,241
NJ0205c,pat,K,pat_K,32,554,249
NJ0205c,pat,K,pat_K,33,561,256
